City,State,accident_count,avg_severity,max_severity,night_accidents,weekend_accidents,avg_temperature,avg_visibility,avg_wind_speed,precipitation_accidents,night_accident_rate,weekend_accident_rate,precipitation_rate,tourist_visit_count,avg_stay_nights,total_stay_nights,avg_spending,avg_satisfaction,avg_party_size,tourist_density,avg_traffic_severity,max_traffic_severity,traffic_incident_count,avg_traffic_volume,avg_speed,dominant_weather
Deltona,FL,2,2.0,2,2,0,73.5,10.0,4.65,0,1.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Denville,NJ,1,3.0,3,1,1,23.0,1.0,8.1,0,1.0,1.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Des Moines,IA,23,2.4347826086956523,3,1,1,46.33809523809524,8.314285714285713,12.21,0,0.043478260869565216,0.043478260869565216,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Desert Hot Springs,CA,5,2.6,3,1,0,92.2,10.0,8.52,0,0.2,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Detroit,MI,100,2.65,3,23,19,50.974,9.00204081632653,8.178494623655915,9,0.23,0.19,0.09,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.5491329479768785,4.0,173.0,2660.9537572254335,35.014846409770335,Fog
Dexter,IA,1,3.0,3,0,0,43.9,10.0,15.0,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Diamond Bar,CA,47,2.0,2,13,10,72.51914893617021,8.959999999999999,8.932142857142857,0,0.2765957446808511,0.2127659574468085,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Diamond Springs,CA,1,2.0,2,0,0,35.6,1.0,3.5,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Dixon,CA,6,2.8333333333333335,3,3,2,60.199999999999996,10.0,7.8,0,0.5,0.3333333333333333,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Dorchester,MA,6,2.6666666666666665,3,2,0,19.633333333333333,10.0,11.5,0,0.3333333333333333,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Dorchester Center,MA,1,2.0,2,0,0,34.0,10.0,17.3,1,0.0,0.0,1.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Douglasville,GA,1,3.0,3,0,0,82.9,10.0,8.1,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Downers Grove,IL,7,2.4285714285714284,3,1,0,61.15714285714286,9.285714285714286,10.950000000000001,2,0.14285714285714285,0.0,0.2857142857142857,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Downey,CA,36,2.9444444444444446,3,5,8,69.75555555555555,8.769444444444444,8.121428571428572,1,0.1388888888888889,0.2222222222222222,0.027777777777777776,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Downieville,CA,1,2.0,2,0,0,26.1,0.2,13.8,1,0.0,0.0,1.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Duarte,CA,10,2.8,3,3,0,69.26,9.4,6.366666666666667,0,0.3,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Dublin,CA,6,2.8333333333333335,3,1,1,62.98,8.8,5.583333333333333,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Duluth,GA,6,2.6666666666666665,3,0,1,64.7,8.833333333333334,8.924999999999999,0,0.0,0.16666666666666666,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Dulzura,CA,1,2.0,2,0,0,57.9,10.0,6.9,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Dunedin,FL,1,2.0,2,0,0,73.9,2.0,19.6,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Dunnigan,CA,3,2.6666666666666665,3,1,1,76.36666666666666,10.0,6.166666666666667,0,0.3333333333333333,0.3333333333333333,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Dutch Flat,CA,1,3.0,3,0,0,27.0,10.0,8.1,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Brunswick,NJ,2,2.5,3,0,0,28.200000000000003,10.0,9.2,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Elmhurst,NY,2,2.0,2,0,1,31.05,10.0,8.649999999999999,0,0.0,0.5,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Greenbush,NY,1,3.0,3,0,0,36.0,10.0,12.7,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Greenwich,RI,1,2.0,2,0,0,32.0,3.0,5.8,1,0.0,0.0,1.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Hartford,CT,1,3.0,3,1,0,34.0,8.0,3.5,0,1.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Lansing,MI,1,2.0,2,0,0,35.1,10.0,11.5,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Nassau,NY,1,2.0,2,0,0,28.0,10.0,8.1,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Orange,NJ,2,2.0,2,0,0,27.95,10.0,9.2,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Palo Alto,CA,1,2.0,2,0,0,64.4,10.0,8.1,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Saint Louis,IL,1,2.0,2,1,0,73.9,6.0,5.8,0,1.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
East Windsor,CT,1,3.0,3,0,0,7.0,10.0,8.1,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Eastman,GA,1,2.0,2,0,0,77.4,10.0,8.1,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Edgefield,SC,2,2.0,2,2,0,41.900000000000006,6.5,7.5,0,1.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Edison,NJ,1,3.0,3,0,0,58.1,10.0,10.4,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
El Cajon,CA,26,2.3846153846153846,3,5,2,70.592,9.461538461538462,8.7,0,0.19230769230769232,0.07692307692307693,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
El Cerrito,CA,1,3.0,3,0,0,48.9,10.0,3.5,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
El Dorado,CA,1,2.0,2,1,0,50.0,10.0,3.5,0,1.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
El Dorado Hills,CA,5,2.0,2,2,3,64.03999999999999,10.0,6.8999999999999995,0,0.4,0.6,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
El Monte,CA,16,2.9375,3,7,1,68.225,9.133333333333333,7.791666666666667,0,0.4375,0.0625,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
El Segundo,CA,4,2.75,3,2,2,65.7,8.0,8.65,1,0.5,0.5,0.25,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
El Sobrante,CA,3,2.0,2,2,0,66.7,10.0,6.35,0,0.6666666666666666,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Elgin,IL,51,2.0392156862745097,3,8,2,46.721568627450985,8.882352941176471,11.31590909090909,3,0.1568627450980392,0.0392156862745098,0.058823529411764705,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Elk Grove,CA,17,2.235294117647059,3,5,4,67.09411764705882,9.235294117647058,8.585714285714285,3,0.29411764705882354,0.23529411764705882,0.17647058823529413,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Elkhorn,NE,5,2.0,2,0,0,50.46,10.0,10.366666666666665,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Ellenton,FL,6,2.0,2,0,1,76.18333333333334,10.0,8.780000000000001,0,0.0,0.16666666666666666,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Ellenwood,GA,1,3.0,3,1,0,73.0,9.0,3.5,0,1.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Elmhurst,IL,20,2.0,2,1,2,58.370000000000005,8.85,10.78,2,0.05,0.1,0.1,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Elmsford,NY,3,2.6666666666666665,3,0,0,30.3,10.0,9.6,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Elmwood Park,IL,1,2.0,2,1,0,37.0,10.0,12.7,0,1.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Elverta,CA,1,2.0,2,0,0,68.0,10.0,9.2,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Emeryville,CA,12,3.0,4,4,6,58.09166666666667,8.583333333333334,8.799999999999999,2,0.3333333333333333,0.5,0.16666666666666666,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Encinitas,CA,9,2.888888888888889,3,1,1,65.22222222222223,10.0,7.1,0,0.1111111111111111,0.1111111111111111,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Encino,CA,10,2.0,2,3,2,71.9,8.48,7.609999999999999,2,0.3,0.2,0.2,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Englewood,FL,1,2.0,2,0,0,75.2,10.0,8.1,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Escalon,CA,2,2.0,2,1,0,70.4,10.0,8.1,0,0.5,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Escondido,CA,24,2.75,3,1,1,68.32083333333334,9.217391304347826,6.976190476190476,2,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Estero,FL,5,2.4,3,1,0,81.38,10.0,5.5,0,0.2,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Eustis,FL,1,2.0,2,0,0,80.1,10.0,9.2,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Evanston,IL,1,2.0,2,0,0,37.0,10.0,6.9,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Evart,MI,1,2.0,2,0,0,64.8,10.0,3.5,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fair Oaks,CA,14,2.0,2,3,0,63.75714285714286,9.107142857142858,9.315384615384614,0,0.21428571428571427,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fair Play,SC,1,3.0,3,0,0,75.0,10.0,19.6,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fairburn,GA,3,2.6666666666666665,3,0,1,70.93333333333334,6.833333333333333,9.8,0,0.0,0.3333333333333333,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fairfield,CA,33,2.878787878787879,3,10,8,60.47272727272727,9.606060606060606,10.110000000000001,2,0.30303030303030304,0.24242424242424243,0.06060606060606061,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fairfield,CT,1,3.0,3,0,1,21.9,1.2,16.1,0,0.0,1.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fairview Heights,IL,1,3.0,3,0,0,25.0,10.0,4.6,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fallbrook,CA,7,2.2857142857142856,3,1,0,68.85714285714286,7.285714285714286,9.7,0,0.14285714285714285,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Farmington,CT,1,3.0,3,0,1,14.0,8.0,8.1,0,0.0,1.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Farmington,MI,3,3.0,3,1,0,54.76666666666667,7.0,7.5,0,0.3333333333333333,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fayetteville,GA,1,2.0,2,0,0,78.1,10.0,4.6,1,0.0,0.0,1.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fellsmere,FL,3,3.0,3,2,0,71.66666666666667,6.833333333333333,9.25,0,0.6666666666666666,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fenton,MI,6,2.0,2,2,0,55.56666666666666,7.0,11.524999999999999,2,0.3333333333333333,0.0,0.3333333333333333,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fern Park,FL,1,2.0,2,0,0,78.1,10.0,3.5,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fillmore,CA,1,2.0,2,0,0,73.0,10.0,9.2,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Findlay,OH,1,2.0,2,0,0,27.0,2.5,19.6,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fishkill,NY,3,2.6666666666666665,3,1,0,36.6,10.0,4.05,0,0.3333333333333333,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Flat Rock,MI,3,2.6666666666666665,3,2,2,40.36666666666667,10.0,8.1,0,0.6666666666666666,0.6666666666666666,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Flint,MI,134,2.208955223880597,3,21,5,56.68582089552238,8.894776119402986,10.34297520661157,20,0.15671641791044777,0.03731343283582089,0.14925373134328357,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Florham Park,NJ,1,2.0,2,0,0,35.6,10.0,6.9,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Florissant,MO,3,3.0,3,1,0,36.96666666666667,10.0,8.066666666666668,0,0.3333333333333333,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Flushing,MI,7,2.0,2,1,0,52.333333333333336,9.857142857142858,10.87142857142857,1,0.14285714285714285,0.0,0.14285714285714285,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Flushing,NY,2,2.5,3,0,0,34.0,10.0,14.95,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Folsom,CA,3,2.0,2,1,1,54.800000000000004,10.0,7.5,0,0.3333333333333333,0.3333333333333333,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fontana,CA,33,2.5757575757575757,3,10,6,70.54242424242425,9.015151515151516,7.717391304347826,0,0.30303030303030304,0.18181818181818182,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Foothill Ranch,CA,2,2.0,2,1,0,58.0,10.0,6.9,0,0.5,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Forest Falls,CA,1,2.0,2,0,0,86.0,10.0,14.0,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Forest Park,GA,8,3.0,3,3,1,64.1,9.5,7.683333333333333,1,0.375,0.125,0.125,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Forest Park,IL,1,3.0,3,1,0,1.9,10.0,9.2,0,1.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Foresthill,CA,1,2.0,2,0,0,60.8,10.0,9.2,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Forsyth,GA,1,3.0,3,1,0,41.0,10.0,8.1,0,1.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fort Dodge,IA,1,2.0,2,0,0,33.8,5.0,11.5,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fort Lauderdale,FL,51,2.8627450980392157,3,11,5,79.05882352941177,9.803921568627452,10.095918367346938,6,0.21568627450980393,0.09803921568627451,0.11764705882352941,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fort Myers,FL,25,2.12,3,3,2,80.456,9.4,8.878260869565217,1,0.12,0.08,0.04,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fort Myers Beach,FL,1,2.0,2,0,0,77.0,10.0,6.9,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fort Pierce,FL,4,2.75,3,1,0,81.275,10.0,7.3,0,0.25,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fort Valley,GA,1,3.0,3,0,0,84.0,10.0,12.7,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fountain Valley,CA,12,2.9166666666666665,3,4,1,65.97500000000001,9.916666666666666,7.0875,0,0.3333333333333333,0.08333333333333333,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
Fox Lake,IL,1,2.0,2,0,0,52.0,10.0,11.5,0,0.0,0.0,0.0,0.0,3.01246551115271,2360.0,205.38929301425264,4.185904382554643,2.1505231472501176,796.5,2.491570639305446,4.0,0.0,2692.789815241675,34.49765336373367,Unknown
